Format Version,1.1,Take Name,Take 2014-10-13 02.41.46 PM,Capture Frame Rate,120.000000,Export Frame Rate,119.999992,Capture Start Time,2014-10-13 14:41:46:50,Total Frames,1285

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
400,5971.816134,0.093157,0.001875,0.995584,0.011434,0.164646,0.360906,0.496810,0.005756,0.081593,0.362695,-0.594024,0.204920,0.062744,0.360023,-0.417026,0.000000,0.064014,0.360157,-0.415548,0.025060,0.079996,0.363553,-0.594145,0.039747,0.083658,0.363220,-0.593703,0.067169,0.360572,-0.416323,0.246728,0.362000,-0.400403,0.261986,0.359207,-0.577433,0.320589,0.208809,-0.303729,0.216123,0.207906,-0.291881,0.177867,0.294554,-0.297901,0.100703,0.291123,-0.313250,0.106941,0.206676,-0.294782,0.032061,0.281940,-0.312070,-0.044118,0.263671,-0.310400,-0.035374,0.196519,-0.286960,0.247063,0.301440,-0.292526,0.283415,0.298225,-0.290858,0.340793,0.302340,-0.276099,0.394514,0.205001,-0.309656,0.270888,0.211630,-0.293595,0.031553,0.203480,-0.286657
401,5971.824467,-0.003337,0.002766,0.011375,-0.999926,0.164540,0.361477,0.496769,0.003914,0.263737,0.359322,-0.577434,0.202858,0.250414,0.362877,-0.399950,0.000000,0.064014,0.360157,-0.415548,0.025060,0.079996,0.363553,-0.594145,0.039747,0.265770,0.359058,-0.577011,0.250388,0.361943,-0.399944,0.064428,0.360699,-0.416758,0.081151,0.363397,-0.594013,0.321416,0.207944,-0.305533,0.217057,0.207361,-0.292934,0.178963,0.294363,-0.298727,0.101243,0.290900,-0.313886,0.107761,0.206385,-0.295142,0.032734,0.281855,-0.311917,-0.043682,0.263582,-0.310297,-0.034749,0.196287,-0.287119,0.248315,0.301356,-0.293807,0.284735,0.297768,-0.292985,0.342274,0.301527,-0.279230,0.395326,0.204152,-0.312084,0.271832,0.210915,-0.294985,0.032339,0.203239,-0.286735
402,5971.832801,0.088735,0.002418,0.995950,0.014306,0.165330,0.361093,0.497502,0.000720,0.081430,0.363515,-0.593972,0.616044,0.064136,0.360640,-0.416819,0.595527,0.250468,0.362140,-0.400267,0.335338,0.265286,0.358075,-0.578951,0.000000,0.265896,0.358832,-0.576528,0.250917,0.362169,-0.399371,0.064694,0.360782,-0.417036,0.081803,0.363535,-0.594200,0.322213,0.207092,-0.307284,0.217918,0.206662,-0.294123,0.180123,0.294220,-0.299914,0.102131,0.290985,-0.314052,0.108568,0.206147,-0.295350,0.033388,0.281760,-0.311762,-0.043182,0.263441,-0.310173,-0.034192,0.196070,-0.287170,0.249763,0.301556,-0.295555,0.286244,0.297897,-0.295298,0.344144,0.300888,-0.283577,0.396006,0.203114,-0.314394,0.272686,0.210136,-0.296514,0.032963,0.202999,-0.286792
403,5971.841134,0.089738,0.002083,0.995858,0.014460,0.165869,0.361104,0.497346,0.000750,0.082164,0.363493,-0.593985,0.621486,0.064513,0.360743,-0.416865,0.545514,0.250812,0.362185,-0.399941,0.322848,0.265986,0.357994,-0.578592,0.000000,0.266688,0.358930,-0.576818,0.251094,0.362142,-0.399401,0.064854,0.360841,-0.417444,0.082321,0.363611,-0.594562,0.323009,0.206138,-0.309087,0.218827,0.206124,-0.295115,0.181427,0.294155,-0.301466,0.102989,0.291060,-0.314434,0.109269,0.205786,-0.295761,0.034307,0.281598,-0.311656,-0.042636,0.263311,-0.309978,-0.033604,0.195858,-0.287127,0.251363,0.301408,-0.298299,0.288004,0.297258,-0.299186,0.346183,0.300113,-0.289366,0.396668,0.201901,-0.316823,0.273553,0.209256,-0.298042,0.034044,0.202969,-0.286653
404,5971.849467,0.090910,0.002244,0.995746,0.014864,0.166257,0.361140,0.497571,0.000688,0.082782,0.363630,-0.594407,0.464956,0.064712,0.360830,-0.417330,0.599397,0.250971,0.362120,-0.399966,0.302931,0.266563,0.357982,-0.578583,0.000000,0.259796,0.359084,-0.577803,0.243620,0.362133,-0.400316,0.072503,0.360943,-0.417219,0.090181,0.363401,-0.594285,0.323449,0.204361,-0.311831,0.219628,0.205354,-0.296282,0.182830,0.294143,-0.303350,0.103905,0.291297,-0.314821,0.110066,0.205535,-0.295970,0.034657,0.281584,-0.311556,-0.042132,0.263244,-0.309776,-0.033151,0.196102,-0.286807,0.253150,0.301131,-0.302048,0.289598,0.297104,-0.303752,0.348349,0.299326,-0.296287,0.397247,0.200343,-0.319185,0.274313,0.208225,-0.299630,0.034405,0.202547,-0.286860
405,5971.857801,0.096398,0.002935,0.995260,0.012476,0.166874,0.361021,0.497067,0.008628,0.084462,0.363184,-0.594818,0.108883,0.064451,0.360155,-0.417953,0.000000,0.250499,0.362331,-0.398531,0.412479,0.083855,0.365098,-0.597079,0.000000,0.082992,0.363527,-0.595549,0.065057,0.361015,-0.418453,0.250725,0.361579,-0.400928,0.267515,0.358832,-0.577325,0.324014,0.203202,-0.313280,0.220306,0.204697,-0.297168,0.183922,0.294085,-0.305139,0.104611,0.291496,-0.315336,0.110676,0.205286,-0.296368,0.035186,0.281548,-0.311548,-0.041604,0.263152,-0.309675,-0.032615,0.195505,-0.287261,0.254668,0.300825,-0.305187,0.291100,0.296606,-0.308241,0.350057,0.298261,-0.302886,0.397817,0.199022,-0.320834,0.274922,0.207286,-0.300815,0.034934,0.202387,-0.286999
406,5971.866134,-0.000765,-0.005052,0.016802,-0.999846,0.166827,0.361631,0.498399,0.000890,0.267253,0.358790,-0.577506,0.457846,0.251176,0.361629,-0.400237,0.237094,0.064998,0.361004,-0.419171,0.449215,0.084045,0.364899,-0.597458,0.000000,0.083262,0.363518,-0.596025,0.065097,0.361066,-0.418986,0.250741,0.361643,-0.401235,0.267546,0.358760,-0.577472,0.324470,0.202161,-0.314262,0.220825,0.204024,-0.297928,0.184814,0.294038,-0.306617,0.105494,0.291886,-0.315266,0.111150,0.205139,-0.296696,0.035580,0.281574,-0.311616,-0.041428,0.263205,-0.309668,-0.032230,0.195469,-0.287365,0.255916,0.300301,-0.308252,0.292276,0.296027,-0.311884,0.351469,0.297278,-0.308363,0.398235,0.197355,-0.322125,0.275455,0.206380,-0.301737,0.035421,0.202397,-0.287125
407,5971.874467,-0.001327,-0.005677,0.016531,-0.999846,0.166898,0.361590,0.498673,0.000853,0.267423,0.358712,-0.577653,0.519533,0.251125,0.361746,-0.400408,0.153516,0.064998,0.361004,-0.419171,0.449215,0.084045,0.364899,-0.597458,0.000000,0.083571,0.363535,-0.596367,0.065156,0.361149,-0.419386,0.250815,0.361660,-0.401417,0.267574,0.358597,-0.577339,0.324845,0.201148,-0.315037,0.221289,0.203470,-0.298510,0.185479,0.293976,-0.307688,0.105649,0.291957,-0.316050,0.111577,0.205096,-0.296965,0.035861,0.281656,-0.311748,-0.041163,0.263238,-0.309754,-0.031963,0.195497,-0.287512,0.256823,0.299847,-0.310517,0.293065,0.294712,-0.315806,0.352697,0.296876,-0.312134,0.398551,0.196196,-0.322934,0.275846,0.205526,-0.302447,0.035833,0.202484,-0.287236
408,5971.882801,-0.002597,-0.006188,0.016110,-0.999848,0.167071,0.361523,0.498752,0.000924,0.267676,0.358527,-0.577626,0.381177,0.251202,0.362000,-0.400405,0.022392,0.065095,0.361056,-0.419349,0.333832,0.084313,0.364510,-0.597627,0.000000,0.087601,0.363470,-0.596142,0.068961,0.361269,-0.419200,0.247318,0.361639,-0.401765,0.264347,0.358691,-0.577712,0.325148,0.200103,-0.315793,0.221708,0.202927,-0.299037,0.185941,0.293848,-0.308468,0.105944,0.292119,-0.316335,0.111949,0.204993,-0.297256,0.036102,0.281750,-0.311887,-0.040732,0.262791,-0.310020,-0.031712,0.195562,-0.287649,0.257576,0.299436,-0.312111,0.293772,0.294131,-0.318027,0.353249,0.294977,-0.316844,0.398804,0.194846,-0.323806,0.276227,0.204721,-0.303084,0.036151,0.202551,-0.287358
409,5971.891134,-0.005591,-0.001277,0.013899,-0.999887,0.167048,0.361637,0.498217,0.004924,0.266878,0.358613,-0.578068,0.150350,0.252148,0.363057,-0.400716,0.000000,0.065867,0.361195,-0.417802,0.103401,0.269645,0.359055,-0.578179,0.023432,0.262804,0.358853,-0.578207,0.245467,0.362228,-0.400849,0.071705,0.361350,-0.419059,0.091416,0.364516,-0.597273,0.325449,0.198950,-0.316610,0.222096,0.202266,-0.299652,0.186443,0.293708,-0.309064,0.106248,0.292238,-0.316544,0.112350,0.204900,-0.297451,0.036388,0.281826,-0.311971,-0.040519,0.262823,-0.310178,-0.031412,0.195590,-0.287807,0.258309,0.298792,-0.313668,0.294406,0.293438,-0.320101,0.353965,0.293733,-0.320318,0.399067,0.193406,-0.324650,0.276584,0.203724,-0.303856,0.036462,0.202572,-0.287547
410,5971.899467,0.101055,0.005553,0.994755,0.014790,0.167698,0.361644,0.499221,0.007318,0.086222,0.364691,-0.597729,0.109549,0.064531,0.360768,-0.421080,0.000000,0.065872,0.361344,-0.418071,0.017281,0.084301,0.364138,-0.596443,0.014941,0.089600,0.363649,-0.596345,0.070491,0.361436,-0.419376,0.246968,0.361859,-0.401165,0.264741,0.358788,-0.577952,0.325789,0.197651,-0.317503,0.222553,0.201483,-0.300349,0.186895,0.293531,-0.309689,0.106634,0.292337,-0.316730,0.112820,0.204780,-0.297683,0.036723,0.281859,-0.312029,-0.040263,0.262846,-0.310326,-0.031107,0.195534,-0.288044,0.259029,0.298354,-0.315077,0.295003,0.292629,-0.322258,0.354588,0.292594,-0.323629,0.399319,0.191490,-0.325759,0.277005,0.202683,-0.304646,0.036823,0.202600,-0.287716
411,5971.907801,-0.004511,-0.004013,0.015812,-0.999857,0.167497,0.361569,0.497924,0.005608,0.267754,0.358331,-0.577230,0.147747,0.252061,0.362463,-0.399952,0.000000,0.065872,0.361344,-0.418071,0.017281,0.269234,0.357295,-0.579413,0.000000,0.269332,0.358463,-0.577085,0.251860,0.361850,-0.400675,0.066178,0.361543,-0.420064,0.085448,0.363871,-0.597052,0.326139,0.196282,-0.318462,0.223028,0.200672,-0.301100,0.187439,0.293367,-0.310404,0.107126,0.292458,-0.316879,0.113284,0.204563,-0.298067,0.037099,0.281902,-0.312086,-0.040195,0.263349,-0.310287,-0.030780,0.195493,-0.288289,0.259711,0.297858,-0.316613,0.295601,0.292119,-0.324364,0.355506,0.292623,-0.325674,0.399631,0.190016,-0.326596,0.277424,0.201520,-0.305563,0.037243,0.202578,-0.287905
412,5971.916134,0.095396,0.001270,0.995289,0.017281,0.168222,0.361091,0.499311,0.000809,0.085633,0.363839,-0.596896,0.794817,0.065961,0.361424,-0.419984,0.515185,0.252061,0.361807,-0.400951,0.336142,0.271218,0.358871,-0.578143,0.000000,0.262382,0.358640,-0.577989,0.244646,0.361855,-0.401562,0.073954,0.361659,-0.419574,0.094246,0.364713,-0.597762,0.326563,0.194991,-0.319600,0.223570,0.199833,-0.302046,0.188042,0.293321,-0.311182,0.107409,0.292607,-0.317599,0.113827,0.204349,-0.298429,0.037515,0.281917,-0.312219,-0.039845,0.263376,-0.310407,-0.030389,0.195451,-0.288506,0.260514,0.297503,-0.318185,0.296240,0.291320,-0.326940,0.356324,0.291943,-0.329608,0.399950,0.188334,-0.327825,0.277890,0.200449,-0.306567,0.037745,0.202515,-0.288122
413,5971.924467,0.102875,0.006977,0.994494,0.018690,0.169003,0.361943,0.499550,0.009327,0.087916,0.365952,-0.598343,0.101194,0.065545,0.361564,-0.421790,0.012390,0.251334,0.361387,-0.399923,0.069186,0.271218,0.358871,-0.578143,0.000000,0.086522,0.364003,-0.597580,0.066731,0.361741,-0.420658,0.252453,0.361873,-0.400885,0.270765,0.358508,-0.577638,0.326960,0.193941,-0.320858,0.224094,0.199222,-0.302950,0.188722,0.293256,-0.312096,0.107901,0.292773,-0.317932,0.114377,0.204255,-0.298820,0.037991,0.282006,-0.312315,-0.039468,0.263398,-0.310477,-0.029901,0.195449,-0.288673,0.261298,0.297063,-0.320209,0.296901,0.290862,-0.329546,0.356368,0.289490,-0.335689,0.400255,0.186790,-0.329351,0.278399,0.199576,-0.307671,0.038177,0.202477,-0.288352
414,5971.932801,-0.002235,-0.010099,0.018107,-0.999783,0.169317,0.361818,0.499583,0.000688,0.270525,0.358470,-0.577668,0.527973,0.252675,0.361901,-0.400580,0.493564,0.066719,0.361708,-0.420983,0.382098,0.087349,0.365194,-0.599102,0.003822,0.092368,0.363896,-0.597188,0.072474,0.361829,-0.420394,0.247390,0.361866,-0.401545,0.265888,0.358649,-0.578289,0.327342,0.193237,-0.322324,0.224659,0.198831,-0.303949,0.189471,0.293331,-0.313085,0.108531,0.293154,-0.318163,0.114934,0.204200,-0.299181,0.038465,0.282232,-0.312308,-0.039074,0.263535,-0.310505,-0.029418,0.195477,-0.288834,0.262171,0.296848,-0.322243,0.297523,0.290368,-0.332569,0.357221,0.289562,-0.338742,0.400531,0.185915,-0.331042,0.278888,0.198967,-0.308958,0.038680,0.202528,-0.288534
415,5971.941134,-0.004329,-0.005253,0.017040,-0.999832,0.168866,0.361912,0.499342,0.006485,0.269313,0.358455,-0.578399,0.127431,0.253187,0.362566,-0.401159,0.000000,0.067041,0.361908,-0.419743,0.010366,0.085923,0.364717,-0.598068,0.000000,0.266644,0.358478,-0.577909,0.248407,0.361842,-0.401505,0.072282,0.361981,-0.420699,0.092329,0.364082,-0.597527,0.327749,0.192907,-0.323972,0.225204,0.198748,-0.304984,0.190268,0.293529,-0.314207,0.109297,0.293755,-0.318231,0.115520,0.204360,-0.299448,0.039186,0.282556,-0.312283,-0.038710,0.263748,-0.310569,-0.029028,0.195567,-0.289000,0.263074,0.296446,-0.324938,0.298104,0.289774,-0.336138,0.357317,0.287588,-0.345730,0.400874,0.185717,-0.332808,0.279363,0.198724,-0.310390,0.039198,0.202715,-0.288618
416,5971.949467,0.102241,0.001407,0.994589,0.018390,0.170634,0.361345,0.499207,0.005973,0.089401,0.364300,-0.597919,0.194541,0.067291,0.361886,-0.421295,0.054817,0.253112,0.361851,-0.399702,0.389884,0.089101,0.365424,-0.599880,0.000000,0.088213,0.364273,-0.598242,0.067880,0.362135,-0.421523,0.253565,0.361849,-0.401090,0.272453,0.358405,-0.577798,0.328137,0.192991,-0.325761,0.225817,0.198927,-0.306108,0.191061,0.293792,-0.315501,0.109768,0.294296,-0.318794,0.116127,0.204720,-0.299705,0.039357,0.283140,-0.312244,-0.038180,0.263574,-0.310831,-0.028658,0.195807,-0.289130,0.263879,0.296067,-0.327904,0.298674,0.289424,-0.339835,0.357301,0.286359,-0.351965,0.401166,0.185406,-0.335139,0.279879,0.198812,-0.311799,0.039661,0.203528,-0.288216
417,5971.957801,-0.002425,-0.011656,0.019070,-0.999747,0.170753,0.361933,0.500106,0.000718,0.272196,0.358357,-0.577874,0.544016,0.253803,0.361897,-0.400843,0.000000,0.068912,0.362116,-0.420875,0.027419,0.088303,0.364297,-0.599154,0.007424,0.091570,0.364282,-0.598277,0.071055,0.362312,-0.421555,0.251144,0.361876,-0.401582,0.270239,0.358452,-0.578245,0.328495,0.193268,-0.327801,0.226331,0.199293,-0.307333,0.191847,0.294071,-0.316819,0.110400,0.295077,-0.319144,0.116693,0.205187,-0.299958,0.039763,0.283758,-0.312264,-0.037891,0.264023,-0.310916,-0.028233,0.196165,-0.289210,0.264689,0.295777,-0.330689,0.298984,0.288715,-0.344080,0.357474,0.285932,-0.357310,0.401383,0.185439,-0.337934,0.280333,0.199066,-0.313541,0.040255,0.203627,-0.288638
418,5971.966134,-0.006209,-0.006741,0.015607,-0.999836,0.170967,0.362107,0.500178,0.003495,0.271653,0.358636,-0.578930,0.235750,0.255000,0.363378,-0.401755,0.000000,0.068912,0.362116,-0.420875,0.027419,0.088303,0.364297,-0.599154,0.007424,0.266942,0.358378,-0.578416,0.248061,0.361930,-0.402186,0.074910,0.362475,-0.421555,0.095556,0.364286,-0.598284,0.328860,0.193684,-0.330148,0.226880,0.199766,-0.308706,0.192568,0.294357,-0.318113,0.111129,0.295935,-0.319304,0.117236,0.205755,-0.300284,0.040118,0.284492,-0.312316,-0.037618,0.264515,-0.311060,-0.027858,0.196594,-0.289330,0.265419,0.295352,-0.333436,0.299282,0.287960,-0.348096,0.357144,0.284217,-0.364330,0.401592,0.186040,-0.340921,0.280795,0.199458,-0.315500,0.040712,0.204182,-0.288728
419,5971.974467,0.103819,0.000579,0.994422,0.018611,0.172095,0.361534,0.499662,0.007658,0.091175,0.364374,-0.598634,0.152243,0.068508,0.362268,-0.422076,0.043674,0.254261,0.362154,-0.399900,0.032427,0.274435,0.357338,-0.578040,0.000000,0.089667,0.363457,-0.598023,0.069023,0.362688,-0.422614,0.254636,0.361953,-0.401626,0.274084,0.358277,-0.578257,0.329106,0.194094,-0.332876,0.227414,0.200205,-0.310254,0.193192,0.294462,-0.319230,0.111448,0.296547,-0.319854,0.117791,0.206353,-0.300557,0.040413,0.285175,-0.312372,-0.037399,0.264972,-0.311192,-0.027519,0.197004,-0.289467,0.266001,0.294640,-0.336344,0.299339,0.287258,-0.351936,0.356704,0.282952,-0.370096,0.401718,0.186241,-0.344605,0.281257,0.199894,-0.317515,0.041095,0.204700,-0.288792
420,5971.982801,-0.003594,-0.013146,0.019537,-0.999716,0.172151,0.361997,0.500896,0.001089,0.273819,0.358139,-0.578356,0.702940,0.254909,0.362119,-0.401390,0.565112,0.069080,0.362401,-0.422918,0.396006,0.090797,0.365328,-0.600918,0.000000,0.090422,0.364619,-0.599502,0.069361,0.362877,-0.422956,0.255013,0.361992,-0.401813,0.274552,0.358228,-0.578440,0.329598,0.195031,-0.335403,0.227935,0.200615,-0.312095,0.193804,0.294499,-0.320224,0.111913,0.297109,-0.320139,0.118386,0.206840,-0.300924,0.040983,0.285736,-0.312473,-0.037385,0.265865,-0.311168,-0.027212,0.197323,-0.289646,0.266525,0.293769,-0.339146,0.299141,0.285961,-0.356094,0.355165,0.279790,-0.378347,0.401711,0.186554,-0.348863,0.281744,0.200191,-0.320212,0.041502,0.205167,-0.288855
421,5971.991134,-0.003032,-0.013521,0.021171,-0.999680,0.172574,0.362263,0.501172,0.000739,0.274289,0.358164,-0.578558,0.560263,0.255253,0.362002,-0.401601,0.546358,0.069443,0.362913,-0.423275,0.394322,0.091309,0.365974,-0.601254,0.000000,0.094261,0.364593,-0.599461,0.073123,0.363026,-0.422832,0.251941,0.362050,-0.402376,0.271454,0.358312,-0.578907,0.329768,0.195250,-0.339148,0.228435,0.200865,-0.314182,0.194302,0.294506,-0.320997,0.112312,0.297620,-0.320368,0.118940,0.207154,-0.301442,0.040980,0.286318,-0.312503,-0.037175,0.266181,-0.311349,-0.026437,0.197721,-0.289406,0.266899,0.292865,-0.341549,0.298968,0.284430,-0.360024,0.354238,0.278572,-0.383725,0.401619,0.186846,-0.353836,0.282169,0.200390,-0.323173,0.041990,0.205601,-0.288932
422,5971.999467,-0.004369,-0.010286,0.019147,-0.999754,0.172315,0.362177,0.501109,0.004265,0.273539,0.358282,-0.579148,0.175225,0.255644,0.362504,-0.402081,0.003438,0.069694,0.362619,-0.422540,0.077289,0.276048,0.357200,-0.579078,0.000000,0.271666,0.358144,-0.578786,0.252320,0.362419,-0.402235,0.073372,0.363158,-0.423102,0.094555,0.364662,-0.599737,0.329875,0.195363,-0.343553,0.229052,0.200926,-0.316788,0.194728,0.294451,-0.321688,0.112649,0.298004,-0.320597,0.119581,0.207404,-0.302020,0.041243,0.286654,-0.312569,-0.036968,0.266400,-0.311510,-0.026640,0.197707,-0.290099,0.267321,0.292426,-0.343515,0.298631,0.283512,-0.363314,0.352956,0.276968,-0.389161,0.401420,0.186730,-0.360034,0.282564,0.200454,-0.326678,0.042408,0.205848,-0.289076
423,5972.007801,0.105257,-0.000977,0.994261,0.019130,0.173492,0.361773,0.501004,0.004218,0.092857,0.364423,-0.600213,0.248890,0.069688,0.362884,-0.423715,0.053362,0.255376,0.362586,-0.401011,0.077289,0.276048,0.357200,-0.579078,0.000000,0.091669,0.364830,-0.600412,0.070317,0.363290,-0.423713,0.255808,0.362425,-0.402014,0.275773,0.358116,-0.578880,0.329806,0.195241,-0.348571,0.229597,0.200850,-0.319492,0.195086,0.294384,-0.322282,0.112924,0.298250,-0.320774,0.120163,0.207506,-0.302642,0.041485,0.286880,-0.312685,-0.036755,0.266473,-0.311683,-0.026375,0.197734,-0.290324,0.267359,0.291334,-0.345995,0.298192,0.282449,-0.366598,0.351151,0.275218,-0.395102,0.400935,0.186461,-0.366857,0.282799,0.200052,-0.331022,0.042756,0.205956,-0.289310
424,5972.016134,-0.004316,-0.014722,0.021130,-0.999659,0.173589,0.362458,0.501737,0.000652,0.275486,0.358162,-0.578873,0.562132,0.256035,0.362463,-0.401973,0.618751,0.070276,0.363306,-0.424084,0.335946,0.092559,0.365902,-0.602019,0.000000,0.091963,0.364847,-0.600718,0.070386,0.363296,-0.424100,0.255920,0.362447,-0.402176,0.276057,0.358110,-0.579032,0.329737,0.194828,-0.353531,0.230064,0.200573,-0.322048,0.195378,0.294319,-0.322798,0.113150,0.298421,-0.320958,0.120659,0.207521,-0.303297,0.041666,0.286998,-0.312803,-0.036340,0.265956,-0.312088,-0.026136,0.197728,-0.290489,0.267765,0.291216,-0.347475,0.297949,0.282036,-0.369103,0.349237,0.273592,-0.400658,0.400284,0.186018,-0.373669,0.283305,0.199824,-0.334527,0.043095,0.206033,-0.289415
425,5972.024467,-0.004768,-0.015333,0.020728,-0.999656,0.173774,0.362334,0.501965,0.000658,0.275767,0.358046,-0.578975,0.555594,0.256100,0.362497,-0.402102,0.643719,0.070367,0.363172,-0.424437,0.345304,0.092862,0.365619,-0.602348,0.000000,0.092228,0.364842,-0.601041,0.070468,0.363278,-0.424434,0.255994,0.362428,-0.402353,0.276274,0.358109,-0.579191,0.329544,0.194270,-0.358069,0.230466,0.200240,-0.324236,0.195649,0.294262,-0.323324,0.113338,0.298516,-0.321165,0.121100,0.207494,-0.303797,0.041814,0.287079,-0.312933,-0.036175,0.265935,-0.312263,-0.025948,0.197665,-0.290694,0.267895,0.290563,-0.349416,0.297244,0.280779,-0.372304,0.347172,0.271915,-0.406229,0.399494,0.185311,-0.380167,0.283563,0.199358,-0.337798,0.043389,0.206067,-0.289519
426,5972.032801,-0.004678,-0.015766,0.020753,-0.999649,0.173928,0.362330,0.502210,0.000651,0.275988,0.358051,-0.579132,0.560315,0.256167,0.362474,-0.402275,0.641281,0.070454,0.363161,-0.424772,0.345045,0.093103,0.365635,-0.602663,0.000000,0.092460,0.364835,-0.601278,0.070527,0.363225,-0.424711,0.256027,0.362406,-0.402445,0.276464,0.358108,-0.579260,0.329300,0.193856,-0.361985,0.230756,0.200054,-0.325919,0.195753,0.294632,-0.323312,0.113462,0.298646,-0.321296,0.121486,0.207609,-0.304076,0.041898,0.287190,-0.313019,-0.036091,0.265907,-0.312411,-0.025244,0.197804,-0.290331,0.267995,0.290413,-0.351086,0.296491,0.280330,-0.374666,0.345006,0.270538,-0.410977,0.398540,0.184821,-0.386173,0.283791,0.199006,-0.340593,0.043627,0.206155,-0.289536
427,5972.041134,-0.004484,-0.016278,0.020796,-0.999641,0.174056,0.362332,0.502378,0.000649,0.276195,0.358073,-0.579195,0.576886,0.256192,0.362432,-0.402358,0.638400,0.070502,0.363142,-0.425046,0.346920,0.093403,0.365996,-0.602835,0.000000,0.092726,0.364843,-0.601357,0.070567,0.363174,-0.424846,0.255869,0.362068,-0.402763,0.276251,0.358001,-0.578825,0.328998,0.193814,-0.365413,0.231017,0.200039,-0.327217,0.196014,0.294213,-0.323946,0.113521,0.298824,-0.321341,0.121670,0.208108,-0.303944,0.041911,0.287344,-0.313051,-0.036082,0.265903,-0.312532,-0.025162,0.197823,-0.290381,0.267857,0.289694,-0.352666,0.295264,0.278695,-0.378377,0.342352,0.269050,-0.415841,0.397632,0.184345,-0.392267,0.283975,0.198858,-0.343011,0.043760,0.206290,-0.289475
428,5972.049467,-0.003539,-0.016484,0.021740,-0.999622,0.174071,0.362306,0.502271,0.000760,0.276237,0.358004,-0.579049,0.594729,0.256161,0.362063,-0.402213,0.218101,0.070457,0.362931,-0.424952,0.376704,0.093636,0.366023,-0.602764,0.000000,0.092990,0.364866,-0.601337,0.070569,0.363059,-0.424875,0.255833,0.361988,-0.402539,0.276437,0.358032,-0.578603,0.328533,0.193696,-0.369136,0.231173,0.200105,-0.328252,0.196096,0.294243,-0.323945,0.113510,0.299032,-0.321276,0.121898,0.208020,-0.304169,0.041845,0.287501,-0.313023,-0.036125,0.265906,-0.312614,-0.025097,0.197839,-0.290351,0.267640,0.288987,-0.354018,0.294703,0.278349,-0.379847,0.339577,0.267539,-0.420436,0.396149,0.184450,-0.398305,0.284135,0.198825,-0.345296,0.043818,0.206425,-0.289337
429,5972.057801,-0.002804,-0.017197,0.021735,-0.999612,0.174158,0.362191,0.502088,0.000756,0.276436,0.358004,-0.578723,0.616305,0.256101,0.361808,-0.401911,0.218101,0.070457,0.362931,-0.424952,0.376704,0.093636,0.366023,-0.602764,0.000000,0.093189,0.364915,-0.601249,0.070502,0.362960,-0.424781,0.255745,0.361865,-0.402253,0.276604,0.358080,-0.578258,0.327862,0.193364,-0.373107,0.231351,0.200160,-0.329053,0.196009,0.294690,-0.323294,0.113429,0.299224,-0.321152,0.122014,0.208208,-0.304024,0.041746,0.287634,-0.312950,-0.036169,0.265876,-0.312633,-0.025053,0.197817,-0.290277,0.267429,0.288400,-0.355108,0.293662,0.277620,-0.381817,0.336694,0.265714,-0.424580,0.394363,0.184049,-0.405297,0.284289,0.198666,-0.347421,0.043882,0.206531,-0.289140
430,5972.066134,-0.003021,-0.017724,0.021448,-0.999608,0.174208,0.362207,0.501919,0.000754,0.276569,0.358043,-0.578447,0.614765,0.256048,0.361917,-0.401657,0.196939,0.070427,0.362924,-0.424892,0.398195,0.093790,0.365946,-0.602682,0.000000,0.094071,0.365893,-0.602283,0.070372,0.362854,-0.424613,0.255573,0.361751,-0.401870,0.276928,0.358145,-0.577981,0.327043,0.193492,-0.376608,0.231509,0.199971,-0.329673,0.196098,0.294200,-0.323388,0.113331,0.299405,-0.320912,0.122023,0.208667,-0.303535,0.041634,0.287704,-0.312853,-0.036246,0.265806,-0.312636,-0.025075,0.197752,-0.290207,0.267255,0.287867,-0.355776,0.292789,0.276760,-0.383358,0.333409,0.264301,-0.428314,0.392095,0.183603,-0.412828,0.284455,0.198315,-0.349518,0.043886,0.206589,-0.288942
