Format Version,1.1,Take Name,Take 2014-10-28 12.39.08 AM,Capture Frame Rate,120.000000,Export Frame Rate,119.999992,Capture Start Time,2014-10-28 12:39:08:68,Total Frames,1119

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
314,69.110988,0.001466,-0.039763,0.000108,-0.999208,0.173541,0.360005,0.429927,0.000244,0.270200,0.361134,-0.321920,0.000000,0.064455,0.353668,-0.331865,0.616089,0.080597,0.362707,-0.540960,0.355201,0.278917,0.362499,-0.524957,0.263715,0.270269,0.361177,-0.322380,0.064344,0.353657,-0.331743,0.080753,0.362705,-0.540913,0.278914,0.362528,-0.524948,0.057436,0.050771,-0.615075,-0.146637,0.198979,-0.578204,0.032621,0.253814,-0.241646,-0.017711,0.244184,-0.312224,-0.165543,0.243178,-0.531119,-0.058966,0.246966,-0.351729,-0.104192,0.254378,-0.391653,-0.270248,0.214286,-0.571937,0.217079,0.239362,-0.641815,0.243129,0.158605,-0.615836,0.051525,0.247336,-0.601722,0.210246,0.109814,-0.616581,-0.059284,0.203152,-0.595957,0.130962,0.171934,-0.630032,0.159271,0.115320,-0.627536,0.038893,0.117545,-0.618654,0.112029,0.043145,-0.616569,0.214822,0.037020,-0.615361,0.143109,0.042459,-0.613961,-0.004409,0.051990,-0.605500,0.298659,0.102713,-0.601578,0.101742,0.117768,-0.628082,-0.143370,0.126415,-0.590788,0.197914,0.166288,-0.626153,0.180503,0.244309,-0.639976,0.112270,0.243724,-0.626297,-0.161994,0.253720,-0.431016,0.326537,0.145672,-0.597961,0.051268,0.176907,-0.618544,0.289719,0.228653,-0.649036
315,69.119321,0.001432,-0.039754,0.000134,-0.999209,0.173548,0.360004,0.429918,0.000247,0.270210,0.361135,-0.321913,0.000000,0.064464,0.353680,-0.331853,0.621636,0.080603,0.362704,-0.540949,0.355201,0.278917,0.362499,-0.524957,0.263715,0.270300,0.361174,-0.322370,0.064385,0.353677,-0.331719,0.080785,0.362719,-0.540911,0.278943,0.362510,-0.524938,0.059167,0.050481,-0.614812,-0.144819,0.198576,-0.577537,0.035171,0.251382,-0.240086,-0.015115,0.243768,-0.311941,-0.163639,0.242867,-0.530386,-0.056434,0.247183,-0.351195,-0.101878,0.254051,-0.391080,-0.269138,0.213873,-0.570375,0.218853,0.238996,-0.641915,0.244767,0.158432,-0.616200,0.053142,0.247144,-0.601696,0.211762,0.109414,-0.616343,-0.057600,0.202834,-0.595536,0.132502,0.171579,-0.630077,0.160626,0.114281,-0.626916,0.040606,0.117220,-0.618311,0.113696,0.043036,-0.616376,0.216566,0.036843,-0.615544,0.144808,0.042168,-0.613862,-0.002608,0.051683,-0.605127,0.300367,0.102497,-0.602024,0.103457,0.117488,-0.627964,-0.141541,0.126056,-0.590073,0.199502,0.166110,-0.626471,0.181991,0.244125,-0.640417,0.113763,0.243507,-0.626457,-0.159939,0.253383,-0.430256,0.328239,0.145608,-0.598661,0.052914,0.176686,-0.618486,0.290939,0.228341,-0.649487
316,69.127655,0.001440,-0.039731,0.000182,-0.999209,0.173580,0.360002,0.429905,0.000247,0.270246,0.361121,-0.321905,0.000000,0.064499,0.353686,-0.331836,0.608501,0.080629,0.362713,-0.540932,0.328320,0.278944,0.362489,-0.524949,0.250611,0.270327,0.361158,-0.322364,0.064410,0.353675,-0.331712,0.080819,0.362732,-0.540909,0.278972,0.362508,-0.524927,0.060944,0.050231,-0.614676,-0.143263,0.198156,-0.576761,0.038280,0.252637,-0.241342,-0.012561,0.243081,-0.311327,-0.162039,0.242175,-0.529271,-0.054033,0.247157,-0.350667,-0.099552,0.253585,-0.390511,-0.267272,0.213474,-0.569354,0.220195,0.238917,-0.642572,0.246436,0.158316,-0.616843,0.054701,0.246923,-0.601710,0.213502,0.109149,-0.616398,-0.056059,0.202546,-0.595187,0.134062,0.171522,-0.630436,0.162464,0.114111,-0.626951,0.042372,0.116950,-0.618157,0.115446,0.042594,-0.616381,0.218536,0.036995,-0.615982,0.146619,0.041974,-0.613966,-0.000831,0.051375,-0.604730,0.302195,0.102329,-0.602030,0.105215,0.117184,-0.627889,-0.139684,0.125767,-0.589452,0.201053,0.166009,-0.627064,0.183383,0.244047,-0.640966,0.115134,0.243392,-0.626661,-0.157668,0.253015,-0.429491,0.329979,0.145619,-0.599790,0.054439,0.176396,-0.618482,0.292542,0.228602,-0.650946
317,69.135988,0.001495,-0.039785,0.000167,-0.999207,0.173605,0.360002,0.429887,0.000250,0.270259,0.361113,-0.321875,0.000000,0.064513,0.353671,-0.331829,0.604682,0.080666,0.362721,-0.540923,0.323750,0.278992,0.362462,-0.524940,0.234130,0.270344,0.361153,-0.322351,0.064432,0.353690,-0.331699,0.080840,0.362739,-0.540906,0.278995,0.362513,-0.524930,0.062735,0.050028,-0.614579,-0.141353,0.197930,-0.576239,0.040227,0.247902,-0.238389,-0.009938,0.242533,-0.311407,-0.159906,0.242071,-0.528874,-0.051489,0.246072,-0.350342,-0.097148,0.253078,-0.389951,-0.265399,0.213093,-0.568423,0.221495,0.240137,-0.644910,0.247998,0.158331,-0.617706,0.056253,0.246794,-0.601677,0.215421,0.109183,-0.616784,-0.054393,0.202338,-0.594799,0.135588,0.171463,-0.630845,0.164174,0.113768,-0.626927,0.044102,0.116697,-0.617942,0.117249,0.042430,-0.616456,0.220314,0.036821,-0.616217,0.148438,0.041761,-0.614070,0.001024,0.051172,-0.604574,0.304055,0.102004,-0.602201,0.106977,0.116995,-0.627865,-0.137892,0.125485,-0.588845,0.202582,0.165978,-0.627703,0.184788,0.244152,-0.641619,0.116666,0.243098,-0.626732,-0.155784,0.251743,-0.427998,0.331649,0.145643,-0.601075,0.055993,0.176272,-0.618465,0.293830,0.228751,-0.651837
318,69.144321,0.001427,-0.039724,0.000333,-0.999210,0.173628,0.360009,0.429894,0.000249,0.270297,0.361100,-0.321895,0.000000,0.064547,0.353727,-0.331823,0.578496,0.080677,0.362746,-0.540920,0.301635,0.278992,0.362462,-0.524940,0.234130,0.270379,0.361133,-0.322322,0.064438,0.353662,-0.331708,0.080874,0.362762,-0.540896,0.279365,0.362661,-0.525166,0.064465,0.049914,-0.614571,-0.139647,0.197652,-0.575603,0.043507,0.249021,-0.239704,-0.007396,0.241927,-0.311150,-0.158101,0.241790,-0.528197,-0.049117,0.245950,-0.349751,-0.094929,0.252591,-0.389423,-0.263614,0.212727,-0.567489,0.222590,0.239915,-0.644906,0.249478,0.158473,-0.618635,0.057711,0.246801,-0.601698,0.217106,0.109280,-0.617070,-0.052763,0.202135,-0.594489,0.137003,0.171483,-0.631215,0.165863,0.113783,-0.627059,0.045822,0.116624,-0.617935,0.119065,0.042465,-0.616435,0.222075,0.036775,-0.616481,0.150185,0.041704,-0.614210,0.002903,0.051082,-0.604319,0.305760,0.102102,-0.602539,0.108668,0.116926,-0.627901,-0.136273,0.125139,-0.588296,0.204020,0.166066,-0.628355,0.186094,0.244411,-0.642169,0.118077,0.242827,-0.626961,-0.153590,0.251398,-0.427329,0.333204,0.145836,-0.602396,0.057475,0.176233,-0.618549,0.294973,0.229044,-0.652765
319,69.152655,0.001604,-0.039499,0.000106,-0.999218,0.173741,0.360034,0.430023,0.000273,0.270458,0.361134,-0.322067,0.227971,0.064707,0.353668,-0.331905,0.118984,0.080739,0.362765,-0.541006,0.310687,0.279061,0.362568,-0.525115,0.063179,0.270417,0.361127,-0.322261,0.064501,0.353699,-0.331627,0.080940,0.362795,-0.540848,0.279433,0.362672,-0.525106,0.066310,0.049777,-0.614528,-0.137833,0.197343,-0.575038,0.047119,0.251240,-0.240607,-0.004843,0.241318,-0.310897,-0.156148,0.241434,-0.527635,-0.046679,0.244443,-0.349705,-0.092613,0.252090,-0.388864,-0.260845,0.212218,-0.567234,0.224248,0.239623,-0.644522,0.251074,0.158778,-0.619712,0.059267,0.246832,-0.601732,0.218880,0.109452,-0.617331,-0.051073,0.201977,-0.594153,0.138514,0.171629,-0.631662,0.167669,0.113893,-0.627203,0.047607,0.116572,-0.617878,0.120866,0.042204,-0.616519,0.223949,0.036805,-0.616735,0.151991,0.041622,-0.614207,0.004664,0.050877,-0.604259,0.307593,0.102336,-0.602849,0.110454,0.116956,-0.627981,-0.134420,0.124885,-0.587766,0.205521,0.166243,-0.629102,0.187442,0.244806,-0.642755,0.119621,0.243218,-0.627468,-0.151141,0.251610,-0.427344,0.334921,0.146202,-0.603864,0.059064,0.176273,-0.618650,0.296375,0.229708,-0.653659
320,69.160988,0.001602,-0.039420,0.000283,-0.999221,0.173784,0.360044,0.429976,0.000278,0.270518,0.361109,-0.322035,0.249697,0.064763,0.353715,-0.331841,0.096766,0.080765,0.362809,-0.540944,0.334633,0.279228,0.362558,-0.524871,0.059185,0.270505,0.361078,-0.322136,0.064556,0.353672,-0.331572,0.081047,0.362820,-0.540677,0.279537,0.362675,-0.524973,0.068061,0.049664,-0.614474,-0.136176,0.197040,-0.574459,0.048965,0.247781,-0.239580,-0.002395,0.240799,-0.310691,-0.154559,0.241249,-0.527111,-0.044345,0.244508,-0.349244,-0.090448,0.251664,-0.388367,-0.259100,0.211787,-0.566353,0.225589,0.240308,-0.645429,0.252625,0.159101,-0.620588,0.060729,0.246860,-0.601803,0.220561,0.109684,-0.617483,-0.049482,0.201829,-0.593836,0.139970,0.171754,-0.632058,0.169375,0.114033,-0.627295,0.049312,0.116439,-0.617711,0.122620,0.042127,-0.616527,0.225685,0.036799,-0.616803,0.153807,0.041623,-0.614376,0.006424,0.050686,-0.604022,0.309220,0.102863,-0.603096,0.112126,0.116973,-0.627970,-0.132645,0.124582,-0.587248,0.207023,0.166539,-0.629904,0.188760,0.245126,-0.643238,0.120800,0.243858,-0.627823,-0.148997,0.250783,-0.426550,0.336523,0.146653,-0.605180,0.060512,0.176155,-0.618706,0.297596,0.230213,-0.654539
321,69.169321,0.001727,-0.039632,0.000276,-0.999213,0.173881,0.360034,0.429808,0.000272,0.270570,0.361075,-0.321825,0.161363,0.064819,0.353679,-0.331720,0.182776,0.081162,0.363013,-0.540645,0.310906,0.279482,0.362587,-0.524727,0.000000,0.270752,0.360973,-0.321885,0.064777,0.353699,-0.331396,0.081337,0.362976,-0.540488,0.279955,0.362713,-0.524841,0.069751,0.049469,-0.614330,-0.134696,0.196699,-0.573938,0.051827,0.249206,-0.240901,-0.000110,0.240377,-0.310560,-0.152680,0.240781,-0.526308,-0.042071,0.244156,-0.348979,-0.088336,0.251320,-0.387929,-0.257260,0.211389,-0.565623,0.226869,0.240694,-0.646123,0.254059,0.159322,-0.621201,0.062086,0.246936,-0.601981,0.222271,0.109899,-0.617618,-0.047972,0.201626,-0.593625,0.141412,0.171841,-0.632391,0.170934,0.113881,-0.626950,0.050964,0.116326,-0.617609,0.124360,0.042034,-0.616529,0.227427,0.036787,-0.616886,0.155470,0.041452,-0.614269,0.008142,0.050524,-0.603826,0.310889,0.103075,-0.602985,0.113763,0.116884,-0.627783,-0.130971,0.124272,-0.586734,0.208441,0.166657,-0.630332,0.190002,0.245412,-0.643729,0.122094,0.243957,-0.628114,-0.147355,0.250090,-0.425341,0.338068,0.147009,-0.606138,0.062091,0.176277,-0.618858,0.299082,0.230935,-0.655854
322,69.177655,0.002147,-0.039568,0.000662,-0.999214,0.174146,0.360058,0.429652,0.000300,0.270849,0.360933,-0.321682,0.354965,0.065092,0.353697,-0.331556,0.087795,0.081162,0.363013,-0.540645,0.310906,0.279482,0.362587,-0.524727,0.000000,0.271197,0.360762,-0.321577,0.065285,0.353848,-0.331091,0.081934,0.363228,-0.540284,0.280510,0.362669,-0.524488,0.071407,0.049250,-0.614288,-0.133078,0.196365,-0.573558,0.054226,0.247089,-0.239900,0.002293,0.240127,-0.310657,-0.151042,0.240455,-0.525905,-0.039859,0.243352,-0.349039,-0.086245,0.251073,-0.387702,-0.256344,0.210943,-0.564241,0.228436,0.241396,-0.647272,0.255528,0.159454,-0.621679,0.063470,0.246912,-0.602214,0.223964,0.110049,-0.617644,-0.046471,0.201420,-0.593533,0.142836,0.171859,-0.632711,0.172619,0.113888,-0.626869,0.052621,0.116157,-0.617517,0.126053,0.041867,-0.616587,0.229150,0.036798,-0.616983,0.157130,0.041354,-0.614282,0.009842,0.050315,-0.603644,0.312568,0.103276,-0.602796,0.115404,0.116790,-0.627733,-0.129289,0.123915,-0.586304,0.209885,0.166830,-0.630831,0.191666,0.246156,-0.644870,0.123399,0.243394,-0.628158,-0.145456,0.249753,-0.424969,0.339584,0.147280,-0.606770,0.063518,0.176058,-0.618944,0.300159,0.231230,-0.656256
323,69.185988,0.002186,-0.039781,0.001299,-0.999205,0.174640,0.360091,0.429390,0.000311,0.271298,0.360830,-0.321378,0.376395,0.065536,0.353857,-0.331341,0.062186,0.081707,0.363179,-0.540421,0.225464,0.280019,0.362498,-0.524420,0.374163,0.271712,0.360540,-0.321443,0.065725,0.353906,-0.331574,0.082697,0.363461,-0.540183,0.280753,0.362391,-0.523933,0.072903,0.049000,-0.614252,-0.131569,0.196032,-0.573287,0.056986,0.248958,-0.241568,0.004566,0.239940,-0.310828,-0.149449,0.240182,-0.525565,-0.037695,0.243738,-0.348893,-0.084190,0.250845,-0.387636,-0.254690,0.210524,-0.563731,0.229210,0.241050,-0.647363,0.256897,0.159503,-0.622031,0.064721,0.246803,-0.602492,0.225650,0.110167,-0.617691,-0.045137,0.201100,-0.593450,0.144164,0.171785,-0.632929,0.174607,0.114671,-0.627420,0.054157,0.115956,-0.617466,0.127567,0.041659,-0.616645,0.230700,0.036657,-0.617066,0.158907,0.041177,-0.614606,0.011341,0.049952,-0.603348,0.314088,0.103328,-0.602353,0.116970,0.116587,-0.627630,-0.127752,0.123589,-0.585879,0.211273,0.166834,-0.631111,0.192437,0.245699,-0.644996,0.124534,0.244060,-0.629004,-0.143239,0.250324,-0.425405,0.340955,0.147451,-0.607201,0.064844,0.175959,-0.619153,0.301313,0.231433,-0.657163
324,69.194321,0.002836,-0.041032,0.002269,-0.999151,0.175188,0.360053,0.429252,0.000345,0.271577,0.360461,-0.320998,0.000000,0.065827,0.353891,-0.331484,0.000000,0.083551,0.363638,-0.540552,0.025368,0.281802,0.362401,-0.523831,0.391739,0.272331,0.360476,-0.321058,0.066244,0.354096,-0.331646,0.083541,0.363607,-0.540144,0.281975,0.362397,-0.523835,0.074306,0.048691,-0.614294,-0.130155,0.195684,-0.572930,0.059042,0.246472,-0.240480,0.006805,0.239792,-0.311026,-0.147939,0.239915,-0.525278,-0.035660,0.243531,-0.348955,-0.082291,0.250665,-0.387537,-0.253173,0.210081,-0.563157,0.230282,0.241075,-0.648205,0.258236,0.159468,-0.622145,0.065866,0.246596,-0.602826,0.226825,0.109274,-0.616376,-0.043742,0.200843,-0.593477,0.145498,0.171649,-0.633060,0.175603,0.113441,-0.626587,0.055534,0.115641,-0.617402,0.128967,0.041349,-0.616736,0.231921,0.035966,-0.616991,0.160290,0.040880,-0.614750,0.012787,0.049680,-0.603264,0.315467,0.103282,-0.602198,0.118429,0.116336,-0.627602,-0.126361,0.123164,-0.585481,0.212607,0.166786,-0.631269,0.193470,0.245680,-0.645666,0.125684,0.243912,-0.629577,-0.141785,0.249307,-0.424349,0.342291,0.147472,-0.607242,0.066204,0.175831,-0.619288,0.302427,0.231554,-0.658155
325,69.202655,0.002816,-0.041598,0.002668,-0.999127,0.176072,0.360148,0.429188,0.000333,0.272339,0.360480,-0.320825,0.089420,0.066596,0.354075,-0.331544,0.000000,0.083551,0.363638,-0.540552,0.025368,0.281802,0.362401,-0.523831,0.391739,0.272782,0.360407,-0.320905,0.066851,0.354393,-0.331281,0.084455,0.363743,-0.540370,0.282921,0.362309,-0.523812,0.075567,0.048374,-0.614473,-0.128867,0.195350,-0.572756,0.061703,0.248602,-0.242549,0.008924,0.239582,-0.311294,-0.146707,0.239071,-0.524855,-0.033660,0.243297,-0.349072,-0.080428,0.250440,-0.387507,-0.251771,0.209577,-0.562589,0.231536,0.241362,-0.649351,0.259612,0.159351,-0.622061,0.066942,0.246492,-0.603255,0.228355,0.109303,-0.616184,-0.042546,0.200599,-0.593529,0.146788,0.171477,-0.633165,0.177196,0.113395,-0.626826,0.056795,0.115314,-0.617322,0.130284,0.040999,-0.616980,0.233478,0.036027,-0.617494,0.161624,0.040602,-0.615078,0.014061,0.049348,-0.603184,0.316877,0.103110,-0.601370,0.119765,0.115992,-0.627601,-0.125044,0.122765,-0.585076,0.213936,0.166639,-0.631268,0.194455,0.245554,-0.646465,0.126481,0.243993,-0.630057,-0.140051,0.249029,-0.424110,0.343580,0.147449,-0.607033,0.067462,0.175574,-0.619413,0.303603,0.231841,-0.659696
326,69.210988,0.002589,-0.041867,0.003427,-0.999114,0.176722,0.360167,0.429136,0.000307,0.272931,0.360393,-0.320722,0.331764,0.067185,0.354301,-0.331548,0.000000,0.084266,0.363755,-0.540550,0.236475,0.282505,0.362220,-0.523724,0.013601,0.273149,0.360349,-0.320727,0.067083,0.354420,-0.332250,0.085322,0.363843,-0.540624,0.283314,0.362025,-0.523248,0.076696,0.048032,-0.614659,-0.127742,0.194995,-0.572547,0.064535,0.249140,-0.242427,0.010753,0.239395,-0.311551,-0.145336,0.239282,-0.524843,-0.031892,0.242607,-0.349371,-0.078769,0.250210,-0.387476,-0.249709,0.209092,-0.562767,0.232113,0.240956,-0.649914,0.260808,0.159179,-0.621874,0.067925,0.246269,-0.603739,0.229478,0.108707,-0.615740,-0.041467,0.200308,-0.593661,0.148002,0.171319,-0.633278,0.178518,0.113194,-0.626793,0.058018,0.115052,-0.617447,0.131484,0.040702,-0.617350,0.234480,0.035305,-0.617413,0.162666,0.040140,-0.615111,0.015251,0.049028,-0.603206,0.318063,0.102922,-0.600516,0.120951,0.115713,-0.627731,-0.123834,0.122390,-0.584839,0.215142,0.166384,-0.631124,0.195291,0.245473,-0.647215,0.127504,0.243566,-0.630656,-0.138180,0.249519,-0.424676,0.344788,0.147300,-0.606558,0.068582,0.175256,-0.619494,0.304172,0.231439,-0.660121
327,69.219321,0.002709,-0.044111,0.004090,-0.999015,0.177129,0.360106,0.429194,0.000355,0.272850,0.360174,-0.320349,0.000000,0.067147,0.354358,-0.332101,0.236004,0.086261,0.363927,-0.541430,0.109126,0.284377,0.362163,-0.523232,0.320263,0.273289,0.360322,-0.320437,0.067303,0.354576,-0.332597,0.086217,0.363918,-0.541057,0.284623,0.362156,-0.523290,0.077721,0.047626,-0.614858,-0.126753,0.194647,-0.572441,0.066623,0.248820,-0.242970,0.012482,0.239174,-0.312000,-0.144198,0.238942,-0.524712,-0.030171,0.242877,-0.349391,-0.077232,0.249945,-0.387510,-0.249289,0.208539,-0.561737,0.232827,0.241058,-0.650698,0.261800,0.158940,-0.621364,0.068761,0.246194,-0.604265,0.230651,0.108441,-0.615295,-0.040460,0.199997,-0.593765,0.149082,0.171153,-0.633355,0.179679,0.112774,-0.626641,0.059082,0.114717,-0.617572,0.132586,0.040348,-0.617607,0.235670,0.034988,-0.617544,0.163778,0.039877,-0.615326,0.016321,0.048681,-0.603202,0.319081,0.102682,-0.599372,0.122092,0.115435,-0.627789,-0.122705,0.121997,-0.584613,0.216239,0.166136,-0.630839,0.196036,0.245355,-0.647940,0.128358,0.242812,-0.630976,-0.137016,0.248516,-0.423772,0.345814,0.147166,-0.605874,0.069621,0.175030,-0.619684,0.305169,0.231632,-0.661605
328,69.227655,0.002646,-0.045325,0.003991,-0.998961,0.177940,0.360218,0.429379,0.000322,0.273397,0.360320,-0.320302,0.339227,0.067723,0.354464,-0.332552,0.000000,0.086261,0.363927,-0.541430,0.109126,0.284377,0.362163,-0.523232,0.320263,0.273213,0.360522,-0.320337,0.067229,0.354623,-0.333162,0.087048,0.363879,-0.541619,0.285219,0.362061,-0.522871,0.078736,0.047344,-0.615203,-0.125782,0.194201,-0.572355,0.068412,0.247544,-0.242884,0.014501,0.239057,-0.312492,-0.143359,0.238653,-0.524866,-0.028597,0.242665,-0.349650,-0.075847,0.249676,-0.387601,-0.248266,0.207939,-0.561410,0.233824,0.241383,-0.651808,0.262918,0.158858,-0.621133,0.069467,0.245933,-0.604658,0.231752,0.108170,-0.614698,-0.039619,0.199697,-0.593950,0.150108,0.171025,-0.633447,0.180761,0.112300,-0.626273,0.060121,0.114400,-0.617718,0.133616,0.039984,-0.617859,0.236752,0.034649,-0.617511,0.164912,0.039614,-0.615779,0.017334,0.048375,-0.603236,0.320060,0.102552,-0.598081,0.123107,0.115036,-0.627846,-0.121718,0.121497,-0.584398,0.217330,0.165963,-0.630646,0.196688,0.245334,-0.648714,0.129015,0.242739,-0.631609,-0.135737,0.248119,-0.423665,0.346766,0.147064,-0.605008,0.070546,0.174728,-0.619869,0.305534,0.231348,-0.661816
329,69.235988,0.002268,-0.047574,0.004236,-0.998856,0.178188,0.360253,0.429428,0.000329,0.273153,0.360386,-0.319922,0.000000,0.067534,0.354631,-0.333094,0.151979,0.087017,0.363927,-0.541893,0.225916,0.285048,0.362071,-0.522802,0.328065,0.273016,0.360536,-0.320127,0.066998,0.354542,-0.333996,0.087839,0.363810,-0.542185,0.286071,0.362060,-0.522678,0.079623,0.046887,-0.615342,-0.124916,0.193727,-0.572360,0.070176,0.247360,-0.243435,0.015642,0.238787,-0.312829,-0.142464,0.237640,-0.524284,-0.027217,0.241868,-0.350109,-0.074499,0.249389,-0.387762,-0.247198,0.207319,-0.561166,0.234101,0.240724,-0.651940,0.263889,0.158670,-0.620486,0.070121,0.245796,-0.605197,0.232839,0.107848,-0.614088,-0.038816,0.199332,-0.594221,0.151102,0.170830,-0.633465,0.181843,0.111776,-0.625947,0.060971,0.113987,-0.617757,0.134595,0.039570,-0.618039,0.237856,0.034351,-0.617366,0.165921,0.039250,-0.615883,0.018021,0.047710,-0.602908,0.320975,0.102309,-0.596338,0.124122,0.114651,-0.627952,-0.120765,0.121005,-0.584294,0.218342,0.165798,-0.630331,0.197432,0.245304,-0.649721,0.129588,0.243024,-0.632236,-0.134641,0.247284,-0.423613,0.347648,0.146900,-0.603665,0.071578,0.174622,-0.620147,0.306136,0.231303,-0.662718
330,69.244321,0.001810,-0.049669,0.004002,-0.998756,0.178576,0.360249,0.429729,0.000414,0.273082,0.360525,-0.319826,0.121121,0.067522,0.354672,-0.333854,0.000000,0.087876,0.363777,-0.542578,0.096619,0.286589,0.361906,-0.522561,0.273294,0.273170,0.360559,-0.320131,0.067192,0.354656,-0.334602,0.088682,0.363742,-0.542743,0.286828,0.361912,-0.522584,0.080508,0.046484,-0.615591,-0.124078,0.193301,-0.572397,0.071651,0.247214,-0.243826,0.017477,0.238340,-0.313467,-0.141612,0.237295,-0.524200,-0.026031,0.242132,-0.350173,-0.073360,0.249038,-0.387908,-0.246293,0.206718,-0.561036,0.234902,0.240548,-0.653210,0.264855,0.158499,-0.619637,0.070768,0.245467,-0.605712,0.233796,0.107388,-0.613308,-0.038000,0.198932,-0.594473,0.152082,0.170291,-0.632858,0.183116,0.111614,-0.626115,0.061875,0.113552,-0.617951,0.135588,0.039245,-0.618342,0.238890,0.033911,-0.617041,0.166918,0.038840,-0.616047,0.019174,0.047488,-0.603267,0.321758,0.101969,-0.594417,0.125043,0.114136,-0.628117,-0.119839,0.120460,-0.584196,0.219390,0.165577,-0.629766,0.197963,0.245158,-0.650343,0.130221,0.242233,-0.632751,-0.133447,0.247372,-0.423705,0.348465,0.146760,-0.602098,0.072421,0.174193,-0.620196,0.306908,0.231461,-0.663910
331,69.252655,0.001588,-0.051325,0.004195,-0.998672,0.179031,0.360218,0.429988,0.000416,0.273172,0.360504,-0.319773,0.038965,0.067657,0.354729,-0.334480,0.000000,0.089318,0.363660,-0.543345,0.342546,0.287186,0.361497,-0.522657,0.509704,0.273978,0.360502,-0.320295,0.067833,0.354987,-0.335194,0.089320,0.363620,-0.543148,0.287211,0.361477,-0.522546,0.081315,0.045884,-0.615786,-0.123215,0.192774,-0.572550,0.073055,0.248004,-0.245043,0.018393,0.238086,-0.313666,-0.140410,0.237035,-0.524702,-0.024945,0.241858,-0.350398,-0.072354,0.248688,-0.388015,-0.245396,0.206009,-0.560897,0.235843,0.240991,-0.654284,0.265783,0.158381,-0.618406,0.071381,0.245242,-0.606114,0.234751,0.106865,-0.612550,-0.037333,0.198541,-0.594681,0.153073,0.170635,-0.633341,0.183973,0.110772,-0.625609,0.062645,0.112962,-0.618061,0.136472,0.038573,-0.618561,0.239918,0.033213,-0.616659,0.167860,0.038156,-0.616061,0.020174,0.047201,-0.603338,0.322442,0.101348,-0.591908,0.125875,0.113662,-0.628291,-0.118996,0.119899,-0.584122,0.220514,0.165698,-0.629087,0.198257,0.244836,-0.650491,0.130711,0.242630,-0.633531,-0.132480,0.246917,-0.423674,0.349190,0.146676,-0.599755,0.073240,0.173902,-0.620358,0.307444,0.231502,-0.664444
332,69.260988,0.000837,-0.051599,0.005075,-0.998655,0.179575,0.360138,0.430140,0.000383,0.273657,0.360406,-0.319875,0.002111,0.068140,0.354988,-0.334684,0.000000,0.089318,0.363660,-0.543345,0.342546,0.287186,0.361497,-0.522657,0.509704,0.274801,0.360534,-0.320783,0.068577,0.355340,-0.335623,0.090400,0.363807,-0.543748,0.288482,0.361350,-0.523349,0.082109,0.045248,-0.616010,-0.122536,0.192247,-0.572618,0.074181,0.247999,-0.245304,0.019355,0.237870,-0.313930,-0.139738,0.236498,-0.524633,-0.023988,0.241586,-0.350560,-0.071435,0.248299,-0.388163,-0.244595,0.205302,-0.560817,0.235992,0.240930,-0.653843,0.266701,0.158344,-0.616920,0.071898,0.244894,-0.606392,0.235585,0.106243,-0.611675,-0.036611,0.198096,-0.594894,0.154017,0.170698,-0.633116,0.185214,0.110311,-0.625631,0.063324,0.112475,-0.618205,0.137339,0.037831,-0.618645,0.240866,0.032320,-0.616127,0.168999,0.037383,-0.616087,0.020852,0.046438,-0.603326,0.322921,0.100645,-0.589112,0.126569,0.112996,-0.628427,-0.118176,0.119323,-0.584123,0.221442,0.165425,-0.628125,0.199194,0.244919,-0.651374,0.131284,0.241780,-0.633527,-0.131629,0.246410,-0.423715,0.349801,0.146596,-0.596777,0.074163,0.173779,-0.620408,0.307914,0.231392,-0.664689
